source,sourceLabel,target,targetLabel,relationshipType
http://www.wikidata.org/entity/Q1915517,Sint-Kornelis-Horebeke,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2505670,Sint-Kruis,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q817372,Sint-Lievens-Houtem,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2528725,Sint-Margriete,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q1904127,Sint-Maria-Latem,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q2026816,Sint-Maria-Oudenhove,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q430812,Sint-Michiels,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q687503,Sint-Momelijn,http://www.wikidata.org/entity/Q142,Frankrijk,In Land
http://www.wikidata.org/entity/Q13127,Sint-Niklaas,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q31521097,Sint-Niklaas,http://www.wikidata.org/entity/Q31,België,In Land
http://www.wikidata.org/entity/Q208793,Sint-Omaars,http://www.wikidata.org/entity/Q142,Frankrijk,In Land
